6,51
7,3,15,27,39,51
8,3,15,27,39,51
9,3,15,27,39,51
10,t3,27,39,51
11,t3,15,27,t39,51
12,3,15,27,t39,51
13,3,t15,27,39,51
14,3,t15,27,39
15,3,15,27,39,t51
16,3,15,t27,38,51
17,3,15,t27,39,51
18,3,15,27,39,51
19,3,15,27,39,51
20,14,38
21,2,27
22,8


