6,56
7,8,20,32,44,56
8,8,20,32,44,56
9,8,20,32,44,56
10,t8,20,32,44,56
11,t8,20,32,t44,56
12,8,20,32,t44,56
13,8,t20,32,44,56
14,8,t20,32,44,t56
15,8,20,32,44,t56
16,8,20,t32,44,56
17,8,20,t32,44,56
18,8,20,32,44,56
19,8,20,32,44,56
20,19,43
21,7,32
22,13
