6,58
7,10,22,34,46,58
8,10,22,34,46,58
9,10,22,34,46,58
10,22,t34,46,58
11,10,22,34,46,58
12,t10,22,34,46,58
13,10,22,34,t46,58
14,10,22,34,46,58
15,10,t22,34,46,58
16,10,22,34,58
17,10,22,34,46,58
18,10,22,34,46,58
19,10,22,34,46
20,3,27,51
21,15,48
22,30


