6,51
7,2,14,26,38,50
8,2,14,26,38,50
9,2,14,26,38,50
10,2,14,t26,38,50
11,2,14,26,38,50
12,t2,14,26,38,50
13,2,14,26,t38,50
14,2,14,26,38,50
15,2,t14,26,38,50
16,2,14,26,38,t50
17,2,14,26,38,50
18,2,14,26,38,50
19,2,14,26,38,55
20,19,43
21,7,39
22,24


