6,53
7,5,17,29,41,53
8,5,17,29,41,53
9,5,17,29,41,53
10,t5,17,29,41,53
11,t5,17,29,t41,53
12,5,17,29,t41,53
13,5,t17,29,41,53
14,5,t17,29,41,53
15,5,17,29,41,t53
16,5,17,t29,41,53
17,5,17,t29,41,53
18,5,17,29,41,53
19,5,17,29,41,53
20,16,40
21,4,29
22,10
