6,45,57
7,9,21,33,45,57
8,9,21,33,45,57
9,9,21,33,45,t57
10,9,21,33,45,t57
11,9,21,t33,45,57
12,9,21,t33,45,57
13,t9,21,33,45,57
14,t9,21,33,t45,57
15,9,21,33,t45,57
16,9,t21,33,45,57
17,9,t21,33,45,57
18,9,21,33,45,57
19,21,33,45
20,8,32,56
21,20
22,3


